Level,Subject,Year,Session month,Month code,Folder,QP PDF filename,Expected MS PDF filename,Paper ID
O-Level,"Physics",2017,"May-June session",06,"Physics-0625","Physics-0625-2017-unit3-2017-06-32-qp.pdf","Physics-0625-2017-unit3-2017-06-32-ms.pdf","physics-0625-2017-unit3-june-p32-qp"
O-Level,"Physics",2017,"May-June session",06,"Physics-0625","Physics-0625-2017-unit4-2017-06-42-qp.pdf","Physics-0625-2017-unit4-2017-06-42-ms.pdf","physics-0625-2017-unit4-june-p42-qp"
O-Level,"Physics",2017,"May-June session",06,"Physics-0625","Physics-0625-2017-unit6-2017-06-62-qp.pdf","Physics-0625-2017-unit6-2017-06-62-ms.pdf","physics-0625-2017-unit6-june-p62-qp"
O-Level,"Physics",2017,"October-November session",11,"Physics-0625","Physics-0625-2017-unit1-2017-11-12-qp.pdf","Physics-0625-2017-unit1-2017-11-12-ms.pdf","physics-0625-2017-unit1-november-p12-qp"
O-Level,"Physics",2017,"October-November session",11,"Physics-0625","Physics-0625-2017-unit2-2017-11-22-qp.pdf","Physics-0625-2017-unit2-2017-11-22-ms.pdf","physics-0625-2017-unit2-november-p22-qp"
O-Level,"Physics",2017,"October-November session",11,"Physics-0625","Physics-0625-2017-unit3-2017-11-32-qp.pdf","Physics-0625-2017-unit3-2017-11-32-ms.pdf","physics-0625-2017-unit3-november-p32-qp"
O-Level,"Physics",2017,"October-November session",11,"Physics-0625","Physics-0625-2017-unit4-2017-11-42-qp.pdf","Physics-0625-2017-unit4-2017-11-42-ms.pdf","physics-0625-2017-unit4-november-p42-qp"
O-Level,"Physics",2017,"October-November session",11,"Physics-0625","Physics-0625-2017-unit6-2017-11-62-qp.pdf","Physics-0625-2017-unit6-2017-11-62-ms.pdf","physics-0625-2017-unit6-november-p62-qp"
O-Level,"Physics",2018,"May-June session",06,"Physics-0625","Physics-0625-2018-unit1-2018-06-12-qp.pdf","Physics-0625-2018-unit1-2018-06-12-ms.pdf","physics-0625-2018-unit1-june-p12-qp"
O-Level,"Physics",2018,"May-June session",06,"Physics-0625","Physics-0625-2018-unit2-2018-06-22-qp.pdf","Physics-0625-2018-unit2-2018-06-22-ms.pdf","physics-0625-2018-unit2-june-p22-qp"
O-Level,"Physics",2018,"May-June session",06,"Physics-0625","Physics-0625-2018-unit3-2018-06-32-qp.pdf","Physics-0625-2018-unit3-2018-06-32-ms.pdf","physics-0625-2018-unit3-june-p32-qp"
O-Level,"Physics",2018,"May-June session",06,"Physics-0625","Physics-0625-2018-unit4-2018-06-42-qp.pdf","Physics-0625-2018-unit4-2018-06-42-ms.pdf","physics-0625-2018-unit4-june-p42-qp"
O-Level,"Physics",2018,"May-June session",06,"Physics-0625","Physics-0625-2018-unit6-2018-06-62-qp.pdf","Physics-0625-2018-unit6-2018-06-62-ms.pdf","physics-0625-2018-unit6-june-p62-qp"
O-Level,"Physics",2018,"October-November session",11,"Physics-0625","Physics-0625-2018-unit1-2018-11-12-qp.pdf","Physics-0625-2018-unit1-2018-11-12-ms.pdf","physics-0625-2018-unit1-november-p12-qp"
O-Level,"Physics",2018,"October-November session",11,"Physics-0625","Physics-0625-2018-unit2-2018-11-22-qp.pdf","Physics-0625-2018-unit2-2018-11-22-ms.pdf","physics-0625-2018-unit2-november-p22-qp"
O-Level,"Physics",2018,"October-November session",11,"Physics-0625","Physics-0625-2018-unit3-2018-11-32-qp.pdf","Physics-0625-2018-unit3-2018-11-32-ms.pdf","physics-0625-2018-unit3-november-p32-qp"
O-Level,"Physics",2018,"October-November session",11,"Physics-0625","Physics-0625-2018-unit4-2018-11-42-qp.pdf","Physics-0625-2018-unit4-2018-11-42-ms.pdf","physics-0625-2018-unit4-november-p42-qp"
O-Level,"Physics",2018,"October-November session",11,"Physics-0625","Physics-0625-2018-unit6-2018-11-62-qp.pdf","Physics-0625-2018-unit6-2018-11-62-ms.pdf","physics-0625-2018-unit6-november-p62-qp"
O-Level,"Physics",2019,"May-June session",06,"Physics-0625","Physics-0625-2019-unit1-2019-06-12-qp.pdf","Physics-0625-2019-unit1-2019-06-12-ms.pdf","physics-0625-2019-unit1-june-p12-qp"
O-Level,"Physics",2019,"May-June session",06,"Physics-0625","Physics-0625-2019-unit2-2019-06-22-qp.pdf","Physics-0625-2019-unit2-2019-06-22-ms.pdf","physics-0625-2019-unit2-june-p22-qp"
O-Level,"Physics",2019,"May-June session",06,"Physics-0625","Physics-0625-2019-unit3-2019-06-32-qp.pdf","Physics-0625-2019-unit3-2019-06-32-ms.pdf","physics-0625-2019-unit3-june-p32-qp"
O-Level,"Physics",2019,"May-June session",06,"Physics-0625","Physics-0625-2019-unit4-2019-06-42-qp.pdf","Physics-0625-2019-unit4-2019-06-42-ms.pdf","physics-0625-2019-unit4-june-p42-qp"
O-Level,"Physics",2019,"May-June session",06,"Physics-0625","Physics-0625-2019-unit6-2019-06-62-qp.pdf","Physics-0625-2019-unit6-2019-06-62-ms.pdf","physics-0625-2019-unit6-june-p62-qp"
O-Level,"Physics",2019,"October-November session",11,"Physics-0625","Physics-0625-2019-unit1-2019-11-12-qp.pdf","Physics-0625-2019-unit1-2019-11-12-ms.pdf","physics-0625-2019-unit1-november-p12-qp"
O-Level,"Physics",2019,"October-November session",11,"Physics-0625","Physics-0625-2019-unit2-2019-11-22-qp.pdf","Physics-0625-2019-unit2-2019-11-22-ms.pdf","physics-0625-2019-unit2-november-p22-qp"
O-Level,"Physics",2019,"October-November session",11,"Physics-0625","Physics-0625-2019-unit3-2019-11-32-qp.pdf","Physics-0625-2019-unit3-2019-11-32-ms.pdf","physics-0625-2019-unit3-november-p32-qp"
O-Level,"Physics",2019,"October-November session",11,"Physics-0625","Physics-0625-2019-unit4-2019-11-42-qp.pdf","Physics-0625-2019-unit4-2019-11-42-ms.pdf","physics-0625-2019-unit4-november-p42-qp"
O-Level,"Physics",2019,"October-November session",11,"Physics-0625","Physics-0625-2019-unit6-2019-11-62-qp.pdf","Physics-0625-2019-unit6-2019-11-62-ms.pdf","physics-0625-2019-unit6-november-p62-qp"
O-Level,"Physics",2020,"May-June session",06,"Physics-0625","Physics-0625-2020-unit1-2020-06-12-qp.pdf","Physics-0625-2020-unit1-2020-06-12-ms.pdf","physics-0625-2020-unit1-june-p12-qp"
O-Level,"Physics",2020,"May-June session",06,"Physics-0625","Physics-0625-2020-unit2-2020-06-22-qp.pdf","Physics-0625-2020-unit2-2020-06-22-ms.pdf","physics-0625-2020-unit2-june-p22-qp"
O-Level,"Physics",2020,"May-June session",06,"Physics-0625","Physics-0625-2020-unit3-2020-06-32-qp.pdf","Physics-0625-2020-unit3-2020-06-32-ms.pdf","physics-0625-2020-unit3-june-p32-qp"
O-Level,"Physics",2020,"May-June session",06,"Physics-0625","Physics-0625-2020-unit4-2020-06-42-qp.pdf","Physics-0625-2020-unit4-2020-06-42-ms.pdf","physics-0625-2020-unit4-june-p42-qp"
O-Level,"Physics",2020,"May-June session",06,"Physics-0625","Physics-0625-2020-unit6-2020-06-62-qp.pdf","Physics-0625-2020-unit6-2020-06-62-ms.pdf","physics-0625-2020-unit6-june-p62-qp"
O-Level,"Physics",2020,"October-November session",11,"Physics-0625","Physics-0625-2020-unit1-2020-11-12-qp.pdf","Physics-0625-2020-unit1-2020-11-12-ms.pdf","physics-0625-2020-unit1-november-p12-qp"
O-Level,"Physics",2020,"October-November session",11,"Physics-0625","Physics-0625-2020-unit2-2020-11-22-qp.pdf","Physics-0625-2020-unit2-2020-11-22-ms.pdf","physics-0625-2020-unit2-november-p22-qp"
O-Level,"Physics",2020,"October-November session",11,"Physics-0625","Physics-0625-2020-unit3-2020-11-32-qp.pdf","Physics-0625-2020-unit3-2020-11-32-ms.pdf","physics-0625-2020-unit3-november-p32-qp"
O-Level,"Physics",2020,"October-November session",11,"Physics-0625","Physics-0625-2020-unit4-2020-11-42-qp.pdf","Physics-0625-2020-unit4-2020-11-42-ms.pdf","physics-0625-2020-unit4-november-p42-qp"
O-Level,"Physics",2020,"October-November session",11,"Physics-0625","Physics-0625-2020-unit6-2020-11-62-qp.pdf","Physics-0625-2020-unit6-2020-11-62-ms.pdf","physics-0625-2020-unit6-november-p62-qp"
O-Level,"Physics",2021,"May-June session",06,"Physics-0625","Physics-0625-2021-unit1-2021-06-12-qp.pdf","Physics-0625-2021-unit1-2021-06-12-ms.pdf","physics-0625-2021-unit1-june-p12-qp"
O-Level,"Physics",2021,"May-June session",06,"Physics-0625","Physics-0625-2021-unit2-2021-06-22-qp.pdf","Physics-0625-2021-unit2-2021-06-22-ms.pdf","physics-0625-2021-unit2-june-p22-qp"
O-Level,"Physics",2021,"May-June session",06,"Physics-0625","Physics-0625-2021-unit3-2021-06-32-qp.pdf","Physics-0625-2021-unit3-2021-06-32-ms.pdf","physics-0625-2021-unit3-june-p32-qp"
O-Level,"Physics",2021,"May-June session",06,"Physics-0625","Physics-0625-2021-unit4-2021-06-42-qp.pdf","Physics-0625-2021-unit4-2021-06-42-ms.pdf","physics-0625-2021-unit4-june-p42-qp"
O-Level,"Physics",2021,"May-June session",06,"Physics-0625","Physics-0625-2021-unit6-2021-06-62-qp.pdf","Physics-0625-2021-unit6-2021-06-62-ms.pdf","physics-0625-2021-unit6-june-p62-qp"
O-Level,"Physics",2021,"October-November session",11,"Physics-0625","Physics-0625-2021-unit1-2021-11-12-qp.pdf","Physics-0625-2021-unit1-2021-11-12-ms.pdf","physics-0625-2021-unit1-november-p12-qp"
O-Level,"Physics",2021,"October-November session",11,"Physics-0625","Physics-0625-2021-unit2-2021-11-22-qp.pdf","Physics-0625-2021-unit2-2021-11-22-ms.pdf","physics-0625-2021-unit2-november-p22-qp"
O-Level,"Physics",2021,"October-November session",11,"Physics-0625","Physics-0625-2021-unit3-2021-11-32-qp.pdf","Physics-0625-2021-unit3-2021-11-32-ms.pdf","physics-0625-2021-unit3-november-p32-qp"
O-Level,"Physics",2021,"October-November session",11,"Physics-0625","Physics-0625-2021-unit4-2021-11-42-qp.pdf","Physics-0625-2021-unit4-2021-11-42-ms.pdf","physics-0625-2021-unit4-november-p42-qp"
O-Level,"Physics",2021,"October-November session",11,"Physics-0625","Physics-0625-2021-unit6-2021-11-62-qp.pdf","Physics-0625-2021-unit6-2021-11-62-ms.pdf","physics-0625-2021-unit6-november-p62-qp"
O-Level,"Physics",2022,"May-June session",06,"Physics-0625","Physics-0625-2022-unit1-2022-06-12-qp.pdf","Physics-0625-2022-unit1-2022-06-12-ms.pdf","physics-0625-2022-unit1-june-p12-qp"
O-Level,"Physics",2022,"May-June session",06,"Physics-0625","Physics-0625-2022-unit2-2022-06-22-qp.pdf","Physics-0625-2022-unit2-2022-06-22-ms.pdf","physics-0625-2022-unit2-june-p22-qp"
O-Level,"Physics",2022,"May-June session",06,"Physics-0625","Physics-0625-2022-unit3-2022-06-32-qp.pdf","Physics-0625-2022-unit3-2022-06-32-ms.pdf","physics-0625-2022-unit3-june-p32-qp"
O-Level,"Physics",2022,"May-June session",06,"Physics-0625","Physics-0625-2022-unit4-2022-06-42-qp.pdf","Physics-0625-2022-unit4-2022-06-42-ms.pdf","physics-0625-2022-unit4-june-p42-qp"
O-Level,"Physics",2022,"May-June session",06,"Physics-0625","Physics-0625-2022-unit6-2022-06-62-qp.pdf","Physics-0625-2022-unit6-2022-06-62-ms.pdf","physics-0625-2022-unit6-june-p62-qp"
O-Level,"Physics",2022,"October-November session",11,"Physics-0625","Physics-0625-2022-unit1-2022-11-12-qp.pdf","Physics-0625-2022-unit1-2022-11-12-ms.pdf","physics-0625-2022-unit1-november-p12-qp"
O-Level,"Physics",2022,"October-November session",11,"Physics-0625","Physics-0625-2022-unit2-2022-11-22-qp.pdf","Physics-0625-2022-unit2-2022-11-22-ms.pdf","physics-0625-2022-unit2-november-p22-qp"
O-Level,"Physics",2022,"October-November session",11,"Physics-0625","Physics-0625-2022-unit3-2022-11-32-qp.pdf","Physics-0625-2022-unit3-2022-11-32-ms.pdf","physics-0625-2022-unit3-november-p32-qp"
O-Level,"Physics",2022,"October-November session",11,"Physics-0625","Physics-0625-2022-unit4-2022-11-42-qp.pdf","Physics-0625-2022-unit4-2022-11-42-ms.pdf","physics-0625-2022-unit4-november-p42-qp"
O-Level,"Physics",2022,"October-November session",11,"Physics-0625","Physics-0625-2022-unit6-2022-11-62-qp.pdf","Physics-0625-2022-unit6-2022-11-62-ms.pdf","physics-0625-2022-unit6-november-p62-qp"
O-Level,"Physics",2023,"May-June session",06,"Physics-0625","Physics-0625-2023-unit1-2023-06-12-qp.pdf","Physics-0625-2023-unit1-2023-06-12-ms.pdf","physics-0625-2023-unit1-june-p12-qp"
O-Level,"Physics",2023,"May-June session",06,"Physics-0625","Physics-0625-2023-unit2-2023-06-22-qp.pdf","Physics-0625-2023-unit2-2023-06-22-ms.pdf","physics-0625-2023-unit2-june-p22-qp"
O-Level,"Physics",2023,"May-June session",06,"Physics-0625","Physics-0625-2023-unit3-2023-06-32-qp.pdf","Physics-0625-2023-unit3-2023-06-32-ms.pdf","physics-0625-2023-unit3-june-p32-qp"
O-Level,"Physics",2023,"May-June session",06,"Physics-0625","Physics-0625-2023-unit4-2023-06-42-qp.pdf","Physics-0625-2023-unit4-2023-06-42-ms.pdf","physics-0625-2023-unit4-june-p42-qp"
O-Level,"Physics",2023,"May-June session",06,"Physics-0625","Physics-0625-2023-unit6-2023-06-62-qp.pdf","Physics-0625-2023-unit6-2023-06-62-ms.pdf","physics-0625-2023-unit6-june-p62-qp"
O-Level,"Physics",2023,"October-November session",11,"Physics-0625","Physics-0625-2023-unit1-2023-11-12-qp.pdf","Physics-0625-2023-unit1-2023-11-12-ms.pdf","physics-0625-2023-unit1-november-p12-qp"
O-Level,"Physics",2023,"October-November session",11,"Physics-0625","Physics-0625-2023-unit2-2023-11-22-qp.pdf","Physics-0625-2023-unit2-2023-11-22-ms.pdf","physics-0625-2023-unit2-november-p22-qp"
O-Level,"Physics",2023,"October-November session",11,"Physics-0625","Physics-0625-2023-unit3-2023-11-32-qp.pdf","Physics-0625-2023-unit3-2023-11-32-ms.pdf","physics-0625-2023-unit3-november-p32-qp"
O-Level,"Physics",2023,"October-November session",11,"Physics-0625","Physics-0625-2023-unit4-2023-11-42-qp.pdf","Physics-0625-2023-unit4-2023-11-42-ms.pdf","physics-0625-2023-unit4-november-p42-qp"
O-Level,"Physics",2023,"October-November session",11,"Physics-0625","Physics-0625-2023-unit6-2023-11-62-qp.pdf","Physics-0625-2023-unit6-2023-11-62-ms.pdf","physics-0625-2023-unit6-november-p62-qp"
O-Level,"Physics",2024,"May-June session",06,"Physics-0625","Physics-0625-2024-unit1-2024-06-12-qp.pdf","Physics-0625-2024-unit1-2024-06-12-ms.pdf","physics-0625-2024-unit1-june-p12-qp"
O-Level,"Physics",2024,"May-June session",06,"Physics-0625","Physics-0625-2024-unit2-2024-06-22-qp.pdf","Physics-0625-2024-unit2-2024-06-22-ms.pdf","physics-0625-2024-unit2-june-p22-qp"
O-Level,"Physics",2024,"May-June session",06,"Physics-0625","Physics-0625-2024-unit3-2024-06-32-qp.pdf","Physics-0625-2024-unit3-2024-06-32-ms.pdf","physics-0625-2024-unit3-june-p32-qp"
O-Level,"Physics",2024,"May-June session",06,"Physics-0625","Physics-0625-2024-unit4-2024-06-42-qp.pdf","Physics-0625-2024-unit4-2024-06-42-ms.pdf","physics-0625-2024-unit4-june-p42-qp"
O-Level,"Physics",2024,"May-June session",06,"Physics-0625","Physics-0625-2024-unit6-2024-06-62-qp.pdf","Physics-0625-2024-unit6-2024-06-62-ms.pdf","physics-0625-2024-unit6-june-p62-qp"
O-Level,"Physics",2024,"October-November session",11,"Physics-0625","Physics-0625-2024-unit1-2024-11-12-qp.pdf","Physics-0625-2024-unit1-2024-11-12-ms.pdf","physics-0625-2024-unit1-november-p12-qp"
O-Level,"Physics",2024,"October-November session",11,"Physics-0625","Physics-0625-2024-unit2-2024-11-22-qp.pdf","Physics-0625-2024-unit2-2024-11-22-ms.pdf","physics-0625-2024-unit2-november-p22-qp"
O-Level,"Physics",2024,"October-November session",11,"Physics-0625","Physics-0625-2024-unit3-2024-11-32-qp.pdf","Physics-0625-2024-unit3-2024-11-32-ms.pdf","physics-0625-2024-unit3-november-p32-qp"
O-Level,"Physics",2024,"October-November session",11,"Physics-0625","Physics-0625-2024-unit4-2024-11-42-qp.pdf","Physics-0625-2024-unit4-2024-11-42-ms.pdf","physics-0625-2024-unit4-november-p42-qp"
O-Level,"Physics",2024,"October-November session",11,"Physics-0625","Physics-0625-2024-unit6-2024-11-62-qp.pdf","Physics-0625-2024-unit6-2024-11-62-ms.pdf","physics-0625-2024-unit6-november-p62-qp"
O-Level,"Physics",2025,"May-June session",06,"Physics-0625","Physics-0625-2025-unit1-2025-06-12-qp.pdf","Physics-0625-2025-unit1-2025-06-12-ms.pdf","physics-0625-2025-unit1-june-p12-qp"
O-Level,"Physics",2025,"May-June session",06,"Physics-0625","Physics-0625-2025-unit2-2025-06-22-qp.pdf","Physics-0625-2025-unit2-2025-06-22-ms.pdf","physics-0625-2025-unit2-june-p22-qp"
O-Level,"Physics",2025,"May-June session",06,"Physics-0625","Physics-0625-2025-unit3-2025-06-32-qp.pdf","Physics-0625-2025-unit3-2025-06-32-ms.pdf","physics-0625-2025-unit3-june-p32-qp"
O-Level,"Physics",2025,"May-June session",06,"Physics-0625","Physics-0625-2025-unit4-2025-06-42-qp.pdf","Physics-0625-2025-unit4-2025-06-42-ms.pdf","physics-0625-2025-unit4-june-p42-qp"
O-Level,"Physics",2025,"May-June session",06,"Physics-0625","Physics-0625-2025-unit6-2025-06-62-qp.pdf","Physics-0625-2025-unit6-2025-06-62-ms.pdf","physics-0625-2025-unit6-june-p62-qp"
O-Level,"Travel & Tourism",2016,"May-June session",06,"TravelTourism-0471","TravelTourism-0471-2016-unit0-2016-06-qp.pdf","TravelTourism-0471-2016-unit0-2016-06-ms.pdf","travel_tourism-0471-2016-unit0-june-qp"
A-Level,"Biology",2019,"May-June session",06,"Biology-WBI11","Biology-WBI11-2019-unit1-2019-06-qp.pdf","Biology-WBI11-2019-unit1-2019-06-ms.pdf","wbi11-may-2019-unit1-qp"
A-Level,"Biology",2020,"October session",10,"Biology-WBI11","Biology-WBI11-2020-unit3-2020-10-qp.pdf","Biology-WBI11-2020-unit3-2020-10-ms.pdf","wbi11-oct-2020-unit3-qp"
A-Level,"Biology",2021,"April session",04,"Biology-WBI11","Biology-WBI11-2021-unit01-2021-04-01-qp.pdf","Biology-WBI11-2021-unit01-2021-04-01-ms.pdf","wbi11-04-2021-unit1-v01-qp"
A-Level,"Biology",2021,"October session",10,"Biology-WBI11","Biology-WBI11-2021-unit01-2021-10-01-qp.pdf","Biology-WBI11-2021-unit01-2021-10-01-ms.pdf","wbi11-oct-2021-unit1-v01-qp"
A-Level,"Biology",2022,"January",01,"Biology-WBI11","Biology-WBI11-2022-unit01-2022-01-01-qp.pdf","Biology-WBI11-2022-unit01-2022-01-01-ms.pdf","wbi11-jan-2022-unit1-v01-qp"
A-Level,"Biology",2022,"May session",05,"Biology-WBI11","Biology-WBI11-2022-unit01-2022-05-01-qp.pdf","Biology-WBI11-2022-unit01-2022-05-01-ms.pdf","wbi11-05-2022-unit1-v01-qp"
A-Level,"Biology",2023,"January",01,"Biology-WBI11","Biology-WBI11-2023-unit01-2023-01-01-qp.pdf","Biology-WBI11-2023-unit01-2023-01-01-ms.pdf","wbi11-jan-2023-unit1-v01-qp"
A-Level,"Biology",2023,"October session",10,"Biology-WBI11","Biology-WBI11-2023-unit01-2023-10-01-qp.pdf","Biology-WBI11-2023-unit01-2023-10-01-ms.pdf","wbi11-oct-2023-unit1-v01-qp"
A-Level,"Biology",2023,"October session",10,"Biology-WBI11","Biology-WBI16-2023-unit01-2023-10-01-qp.pdf","Biology-WBI16-2023-unit01-2023-10-01-ms.pdf","wbi16-oct-2023-unit1-v01-qp"
A-Level,"Biology",2024,"January",01,"Biology-WBI11","Biology-WBI11-2024-unit01-2024-01-01-qp.pdf","Biology-WBI11-2024-unit01-2024-01-01-ms.pdf","wbi11-jan-2024-unit1-v01-qp"
A-Level,"Biology",2024,"May session",05,"Biology-WBI11","Biology-WBI11-2024-unit01-2024-05-01-qp.pdf","Biology-WBI11-2024-unit01-2024-05-01-ms.pdf","wbi11-05-2024-unit1-v01-qp"
A-Level,"Biology",2024,"October session",10,"Biology-WBI11","Biology-WBI11-2024-unit01-2024-10-01-qp.pdf","Biology-WBI11-2024-unit01-2024-10-01-ms.pdf","wbi11-oct-2024-unit1-v01-qp"
A-Level,"Business",2024,"October session",10,"Business-WBS11","Business-WBS11-2024-unit1-2024-10-qp.pdf","Business-WBS11-2024-unit1-2024-10-ms.pdf","wbs11-oct-2024-unit1-qp"
A-Level,"Chemistry",2019,"October session",10,"Chemistry-WCH11","Chemistry-WCH11-2019-unit1-2019-10-qp.pdf","Chemistry-WCH11-2019-unit1-2019-10-ms.pdf","wch11-oct-2019-unit1-qp"
A-Level,"Chemistry",2022,"January",01,"Chemistry-WCH11","Chemistry-WCH16-2022-unit6-2022-01-01-qp.pdf","Chemistry-WCH16-2022-unit6-2022-01-01-ms.pdf","wch16-jan-2022-unit6-v01-qp"
A-Level,"Chemistry",2024,"October session",10,"Chemistry-WCH11","Chemistry-WCH11-2024-unit3-2024-10-qp.pdf","Chemistry-WCH11-2024-unit3-2024-10-ms.pdf","wch11-oct-2024-unit3-qp"
A-Level,"Computer Science",2021,"May-June session",06,"ComputerScience-9618","ComputerScience-9618-2021-unit2-2021-06-21-qp.pdf","ComputerScience-9618-2021-unit2-2021-06-21-ms.pdf","computer_science-9618-2021-unit2-june-p21-qp"
A-Level,"Computer Science",2021,"May-June session",06,"ComputerScience-9618","ComputerScience-9618-2021-unit2-2021-06-22-qp.pdf","ComputerScience-9618-2021-unit2-2021-06-22-ms.pdf","computer_science-9618-2021-unit2-june-p22-qp"
A-Level,"Computer Science",2021,"May-June session",06,"ComputerScience-9618","ComputerScience-9618-2021-unit3-2021-06-31-qp.pdf","ComputerScience-9618-2021-unit3-2021-06-31-ms.pdf","computer_science-9618-2021-unit3-june-p31-qp"
A-Level,"Computer Science",2021,"October-November session",11,"ComputerScience-9618","ComputerScience-9618-2021-unit1-2021-11-12-qp.pdf","ComputerScience-9618-2021-unit1-2021-11-12-ms.pdf","computer_science-9618-2021-unit1-november-p12-qp"
A-Level,"Computer Science",2021,"October-November session",11,"ComputerScience-9618","ComputerScience-9618-2021-unit2-2021-11-22-qp.pdf","ComputerScience-9618-2021-unit2-2021-11-22-ms.pdf","computer_science-9618-2021-unit2-november-p22-qp"
A-Level,"Computer Science",2021,"October-November session",11,"ComputerScience-9618","ComputerScience-9618-2021-unit3-2021-11-32-qp.pdf","ComputerScience-9618-2021-unit3-2021-11-32-ms.pdf","computer_science-9618-2021-unit3-november-p32-qp"
A-Level,"Computer Science",2021,"October-November session",11,"ComputerScience-9618","ComputerScience-9618-2021-unit4-2021-11-42-qp.pdf","ComputerScience-9618-2021-unit4-2021-11-42-ms.pdf","computer_science-9618-2021-unit4-november-p42-qp"
A-Level,"Computer Science",2022,"October-November session",11,"ComputerScience-9618","ComputerScience-9618-2022-unit1-2022-11-12-qp.pdf","ComputerScience-9618-2022-unit1-2022-11-12-ms.pdf","computer_science-9618-2022-unit1-november-p12-qp"
A-Level,"Computer Science",2022,"October-November session",11,"ComputerScience-9618","ComputerScience-9618-2022-unit2-2022-11-22-qp.pdf","ComputerScience-9618-2022-unit2-2022-11-22-ms.pdf","computer_science-9618-2022-unit2-november-p22-qp"
A-Level,"Computer Science",2022,"October-November session",11,"ComputerScience-9618","ComputerScience-9618-2022-unit3-2022-11-32-qp.pdf","ComputerScience-9618-2022-unit3-2022-11-32-ms.pdf","computer_science-9618-2022-unit3-november-p32-qp"
A-Level,"Computer Science",2022,"October-November session",11,"ComputerScience-9618","ComputerScience-9618-2022-unit4-2022-11-42-qp.pdf","ComputerScience-9618-2022-unit4-2022-11-42-ms.pdf","computer_science-9618-2022-unit4-november-p42-qp"
A-Level,"Computer Science",2023,"May-June session",06,"ComputerScience-9618","ComputerScience-9618-2023-unit1-2023-06-12-qp.pdf","ComputerScience-9618-2023-unit1-2023-06-12-ms.pdf","computer_science-9618-2023-unit1-june-p12-qp"
A-Level,"Computer Science",2023,"May-June session",06,"ComputerScience-9618","ComputerScience-9618-2023-unit2-2023-06-22-qp.pdf","ComputerScience-9618-2023-unit2-2023-06-22-ms.pdf","computer_science-9618-2023-unit2-june-p22-qp"
A-Level,"Computer Science",2023,"May-June session",06,"ComputerScience-9618","ComputerScience-9618-2023-unit3-2023-06-32-qp.pdf","ComputerScience-9618-2023-unit3-2023-06-32-ms.pdf","computer_science-9618-2023-unit3-june-p32-qp"
A-Level,"Computer Science",2023,"May-June session",06,"ComputerScience-9618","ComputerScience-9618-2023-unit4-2023-06-42-qp.pdf","ComputerScience-9618-2023-unit4-2023-06-42-ms.pdf","computer_science-9618-2023-unit4-june-p42-qp"
A-Level,"Computer Science",2023,"October-November session",11,"ComputerScience-9618","ComputerScience-9618-2023-unit1-2023-11-12-qp.pdf","ComputerScience-9618-2023-unit1-2023-11-12-ms.pdf","computer_science-9618-2023-unit1-november-p12-qp"
